"id","PID","forceactiontaken","insertDatetime"
"175127c","1","Handcuffed or flex cuffed","2025-01-01"
"175128c","1","","2025-01-01"
"175129c","1","","2025-01-01"
"175130c","1","","2025-01-01"
"175131c","1","","2025-01-01"
"175132c","1","","2025-01-01"
"175133c","1","","2025-01-01"
"175134c","1","","2025-01-01"
"175135c","1","","2025-01-01"
"175136c","1","","2025-01-01"
"175137c","1","","2025-01-01"
"175138c","1","","2025-01-01"
"175138c","2","","2025-01-01"
"175139c","1","","2025-01-01"
"175140c","1","","2025-01-01"
"175141c","2","","2025-01-01"
"175141c","1","","2025-01-01"
"175142c","1","","2025-01-01"
"175143c","1","","2025-01-01"
"175144c","1","Physical compliance tactics and techniques","2025-01-01"
"175144c","1","Handcuffed or flex cuffed","2025-01-01"
"175145c","1","","2025-01-01"
"175146c","1","","2025-01-01"
"175147c","1","","2025-01-01"
"175148c","1","","2025-01-01"
"175149c","1","Firearm pointed at person","2025-01-01"
"175150c","1","","2025-01-01"
"175151c","1","","2025-01-01"
"175152c","1","","2025-01-01"
"175153c","1","","2025-01-01"
"175154c","1","","2025-01-01"
"175155c","1","","2025-01-01"
"175156c","1","","2025-01-01"
"175157c","1","","2025-01-01"
"175158c","2","","2025-01-01"
"175158c","3","","2025-01-01"
"175158c","1","Handcuffed or flex cuffed","2025-01-01"
"175159c","1","","2025-01-01"
"175160c","1","Handcuffed or flex cuffed","2025-01-01"
"175161c","1","","2025-01-01"
"175162c","1","","2025-01-01"
"175163c","1","Handcuffed or flex cuffed","2025-01-01"
"175164c","1","Handcuffed or flex cuffed","2025-01-01"
"175165c","1","","2025-01-01"
"175166c","1","","2025-01-01"
"175167c","1","","2025-01-01"
"175168c","1","","2025-01-01"
"175169c","1","","2025-01-01"
"175170c","1","","2025-01-01"
"175171c","1","","2025-01-01"
"175172c","1","","2025-01-01"
"175173c","1","","2025-01-01"
"175174c","1","Handcuffed or flex cuffed","2025-01-01"
"175175c","1","","2025-01-01"
"175176c","1","","2025-01-01"
"175177c","1","","2025-01-01"
"175178c","1","Handcuffed or flex cuffed","2025-01-01"
"175179c","1","","2025-01-01"
"175179c","2","","2025-01-01"
"175180c","1","","2025-01-01"
"175181c","1","","2025-01-01"
"175182c","1","","2025-01-01"
"175183c","1","Handcuffed or flex cuffed","2025-01-01"
"175184c","1","","2025-01-01"
"175185c","1","","2025-01-01"
"175186c","1","","2025-01-01"
"175187c","1","","2025-01-01"
"175188c","1","","2025-01-01"
"175189c","1","","2025-01-01"
"175190c","1","","2025-01-01"
"175191c","1","","2025-01-01"
"175192c","1","","2025-01-01"
"175193c","1","","2025-01-01"
"175194c","1","","2025-01-01"
"175195c","1","","2025-01-01"
"175196c","1","","2025-01-01"
"175197c","1","","2025-01-01"
"175198c","1","","2025-01-01"
"175199c","1","Handcuffed or flex cuffed","2025-01-01"
"175200c","1","","2025-01-01"
"175201c","1","","2025-01-01"
"175202c","2","","2025-01-01"
"175202c","1","","2025-01-01"
"175203c","1","","2025-01-01"
"175204c","1","","2025-01-01"
"175205c","1","","2025-01-01"
"175206c","1","","2025-01-01"
"175207c","1","","2025-01-01"
"175208c","2","","2025-01-01"
"175208c","1","","2025-01-01"
"175209c","1","","2025-01-01"
"175210c","1","","2025-01-01"
"175211c","1","Handcuffed or flex cuffed","2025-01-01"
"175212c","1","","2025-01-01"
"175213c","1","","2025-01-01"
"175214c","1","","2025-01-01"
"175215c","1","","2025-01-01"
"175216c","1","","2025-01-01"
"175217c","1","","2025-01-01"
"175218c","1","","2025-01-01"
"175219c","1","","2025-01-01"
"175220c","1","","2025-01-01"
"175221c","1","","2025-01-01"
"175222c","1","","2025-01-01"
"175223c","1","","2025-01-01"
"175224c","2","Handcuffed or flex cuffed","2025-01-01"
"175224c","1","Handcuffed or flex cuffed","2025-01-01"
"175225c","1","Handcuffed or flex cuffed","2025-01-01"
"175226c","1","","2025-01-01"
"175227c","1","Handcuffed or flex cuffed","2025-01-01"
"175228c","1","","2025-01-01"
"175229c","1","","2025-01-01"
"175230c","1","","2025-01-01"
"175231c","1","","2025-01-01"
"175232c","1","","2025-01-01"
"175233c","1","","2025-01-01"
"175234c","1","","2025-01-01"
"175235c","1","Handcuffed or flex cuffed","2025-01-01"
"175235c","1","Physical compliance tactics and techniques","2025-01-01"
"175236c","1","","2025-01-01"
"175237c","1","","2025-01-01"
"175238c","1","Handcuffed or flex cuffed","2025-01-01"
"175239c","1","","2025-01-01"
"175240c","1","Handcuffed or flex cuffed","2025-01-01"
"175241c","1","","2025-01-01"
"175242c","1","Physical compliance tactics and techniques","2025-01-01"
"175242c","1","Handcuffed or flex cuffed","2025-01-01"
"175243c","1","","2025-01-01"
"175244c","1","Physical compliance tactics and techniques","2025-01-01"
"175244c","1","Handcuffed or flex cuffed","2025-01-01"
"175245c","1","","2025-01-01"
"175246c","1","","2025-01-01"
"175247c","1","","2025-01-01"
"175248c","1","","2025-01-01"
"175249c","1","","2025-01-01"
"175250c","1","Handcuffed or flex cuffed","2025-01-01"
"175250c","2","Handcuffed or flex cuffed","2025-01-01"
"175250c","1","Firearm pointed at person","2025-01-01"
"175250c","2","Firearm unholstered","2025-01-01"
"175250c","2","Firearm pointed at person","2025-01-01"
"175250c","1","Firearm unholstered","2025-01-01"
"175251c","1","","2025-01-01"
"175252c","1","","2025-01-01"
"175253c","1","","2025-01-01"
"175254c","1","Handcuffed or flex cuffed","2025-01-01"
"175255c","1","","2025-01-01"
"175256c","1","","2025-01-01"
"175257c","1","","2025-01-01"
"175258c","1","","2025-01-01"
"175259c","1","","2025-01-01"
"175260c","1","Handcuffed or flex cuffed","2025-01-01"
"175261c","1","","2025-01-01"
"175262c","1","","2025-01-01"
"175263c","3","","2025-01-01"
"175263c","1","","2025-01-01"
"175263c","2","","2025-01-01"
"175264c","1","","2025-01-01"
"175265c","1","","2025-01-01"
"175266c","1","","2025-01-01"
"175267c","1","","2025-01-01"
"175268c","1","","2025-01-01"
"175269c","1","","2025-01-01"
"175270c","1","","2025-01-01"
"175271c","1","","2025-01-01"
"175272c","1","","2025-01-01"
"175273c","1","","2025-01-01"
"175274c","1","","2025-01-01"
"175275c","1","","2025-01-01"
"175276c","1","","2025-01-01"
"175277c","1","","2025-01-01"
"175278c","1","","2025-01-01"
"175279c","1","Handcuffed or flex cuffed","2025-01-01"
"175280c","1","","2025-01-01"
"175281c","1","","2025-01-01"
"175281c","2","","2025-01-01"
"175282c","1","","2025-01-01"
"175283c","1","","2025-01-01"
"175284c","1","","2025-01-01"
"175285c","1","","2025-01-01"
"175286c","1","","2025-01-01"
"175287c","1","","2025-01-01"
"175288c","1","","2025-01-01"
"175289c","1","","2025-01-01"
"175290c","1","","2025-01-01"
"175291c","1","Firearm pointed at person","2025-01-01"
"175291c","1","Handcuffed or flex cuffed","2025-01-01"
"175291c","1","Firearm unholstered","2025-01-01"
"175292c","1","","2025-01-01"
"175293c","1","","2025-01-01"
"175294c","2","","2025-01-01"
"175294c","3","","2025-01-01"
"175294c","1","","2025-01-01"
"175295c","1","","2025-01-01"
"175296c","1","","2025-01-01"
"175297c","1","","2025-01-01"
"175298c","1","Handcuffed or flex cuffed","2025-01-01"
"175298c","2","Handcuffed or flex cuffed","2025-01-01"
"175299c","1","","2025-01-01"
"175300c","1","Handcuffed or flex cuffed","2025-01-01"
"175301c","1","","2025-01-01"
"175302c","1","","2025-01-01"
"175303c","1","","2025-01-01"
"175304c","1","","2025-01-01"
"175305c","1","","2025-01-01"
"175306c","1","Handcuffed or flex cuffed","2025-01-01"
"175307c","1","Handcuffed or flex cuffed","2025-01-01"
"175308c","1","","2025-01-01"
"175309c","1","","2025-01-01"
"175310c","2","","2025-01-01"
"175310c","1","","2025-01-01"
"175311c","1","","2025-01-01"
"175312c","1","","2025-01-01"
"175313c","1","","2025-01-01"
"175314c","1","","2025-01-01"
"175315c","1","","2025-01-01"
"175316c","1","","2025-01-01"
"175317c","1","","2025-01-01"
"175318c","1","","2025-01-01"
"175319c","1","","2025-01-01"
"175320c","1","","2025-01-01"
"175321c","1","Handcuffed or flex cuffed","2025-01-01"
"175322c","1","Physical compliance tactics and techniques","2025-01-01"
"175322c","1","Handcuffed or flex cuffed","2025-01-01"
"175323c","1","","2025-01-01"
"175324c","1","","2025-01-01"
"175325c","1","","2025-01-01"
"175326c","1","","2025-01-01"
"175327c","1","","2025-01-01"
"175328c","1","","2025-01-01"
"175329c","1","","2025-01-01"
"175330c","1","","2025-01-01"
"175331c","1","","2025-01-01"
"175332c","1","","2025-01-01"
"175333c","1","","2025-01-01"
"175334c","1","","2025-01-01"
"175335c","1","","2025-01-01"
"175335c","2","","2025-01-01"
"175336c","1","","2025-01-01"
"175337c","1","","2025-01-01"
"175337c","2","","2025-01-01"
"175338c","1","","2025-01-01"
"175339c","1","Handcuffed or flex cuffed","2025-01-01"
"175339c","1","Physical compliance tactics and techniques","2025-01-01"
"175339c","1","Electronic control device pointed at person or sparked","2025-01-01"
"175340c","1","Handcuffed or flex cuffed","2025-01-01"
"175341c","1","Handcuffed or flex cuffed","2025-01-01"
"175342c","1","","2025-01-01"
"175343c","2","","2025-01-01"
"175343c","1","","2025-01-01"
"175344c","1","Handcuffed or flex cuffed","2025-01-01"
"175345c","2","Physical compliance tactics and techniques","2025-01-01"
"175345c","1","Handcuffed or flex cuffed","2025-01-01"
"175345c","1","Physical compliance tactics and techniques","2025-01-01"
"175346c","1","","2025-01-01"
"175347c","1","","2025-01-01"
"175348c","1","","2025-01-01"
"175349c","1","","2025-01-01"
"175350c","1","","2025-01-01"
"175351c","1","","2025-01-01"
"175352c","1","","2025-01-01"
"175353c","1","","2025-01-01"
"175354c","1","","2025-01-01"
"175355c","1","","2025-01-01"
"175356c","1","","2025-01-01"
"175357c","1","Handcuffed or flex cuffed","2025-01-01"
"175358c","1","","2025-01-01"
"175359c","1","","2025-01-01"
"175360c","1","","2025-01-01"
"175361c","1","Handcuffed or flex cuffed","2025-01-01"
"175361c","1","Physical compliance tactics and techniques","2025-01-01"
"175362c","1","","2025-01-01"
"175363c","1","","2025-01-01"
"175364c","1","","2025-01-01"
"175365c","1","","2025-01-01"
"175366c","1","","2025-01-01"
"175367c","1","","2025-01-01"
"175368c","1","Handcuffed or flex cuffed","2025-01-01"
"175369c","1","","2025-01-01"
"175370c","1","","2025-01-01"
"175371c","1","","2025-01-01"
"175372c","1","","2025-01-01"
"175373c","1","Handcuffed or flex cuffed","2025-01-01"
"175374c","1","Handcuffed or flex cuffed","2025-01-01"
"175375c","1","","2025-01-01"
"175376c","1","Handcuffed or flex cuffed","2025-01-01"
"175377c","1","","2025-01-01"
"175378c","1","","2025-01-01"
"175379c","1","","2025-01-01"
"175380c","1","Handcuffed or flex cuffed","2025-01-01"
"175381c","1","","2025-01-01"
"175382c","1","Handcuffed or flex cuffed","2025-01-01"
"175383c","1","","2025-01-01"
"175384c","1","Handcuffed or flex cuffed","2025-01-01"
"175385c","1","","2025-01-01"
"175386c","1","","2025-01-01"
"175387c","1","","2025-01-01"
"175388c","1","","2025-01-01"
"175389c","1","","2025-01-01"
"175390c","1","","2025-01-01"
"175391c","1","","2025-01-01"
"175392c","1","","2025-01-01"
"175393c","1","Firearm pointed at person","2025-01-01"
"175394c","1","","2025-01-01"
"175395c","1","","2025-01-01"
"175396c","1","","2025-01-01"
"175397c","1","","2025-01-01"
"175398c","2","","2025-01-01"
"175398c","1","","2025-01-01"
"175399c","1","","2025-01-01"
"175400c","1","","2025-01-01"
"175401c","1","Handcuffed or flex cuffed","2025-01-01"
"175402c","1","","2025-01-01"
"175403c","1","","2025-01-01"
"175404c","1","","2025-01-01"
"175405c","1","","2025-01-01"
"175406c","1","Handcuffed or flex cuffed","2025-01-01"
"175407c","1","","2025-01-01"
"175408c","1","","2025-01-01"
"175409c","1","","2025-01-01"
"175410c","2","Handcuffed or flex cuffed","2025-01-01"
"175410c","1","Handcuffed or flex cuffed","2025-01-01"
"175411c","1","Firearm unholstered","2025-01-01"
"175411c","1","Firearm pointed at person","2025-01-01"
"175412c","1","Physical compliance tactics and techniques","2025-01-01"
"175412c","1","Handcuffed or flex cuffed","2025-01-01"
"175412c","2","Handcuffed or flex cuffed","2025-01-01"
"175413c","1","","2025-01-01"
"175414c","1","","2025-01-01"
"175415c","1","","2025-01-01"
"175416c","2","","2025-01-01"
"175416c","1","","2025-01-01"
"175417c","1","","2025-01-01"
"175418c","1","Handcuffed or flex cuffed","2025-01-01"
"175418c","2","Handcuffed or flex cuffed","2025-01-01"
"175419c","1","Handcuffed or flex cuffed","2025-01-01"
"175420c","1","Handcuffed or flex cuffed","2025-01-01"
"175421c","2","","2025-01-01"
"175421c","1","","2025-01-01"
"175422c","1","","2025-01-01"
"175423c","1","","2025-01-01"
"175424c","1","","2025-01-01"
"175425c","1","Handcuffed or flex cuffed","2025-01-01"
"175426c","1","","2025-01-01"
"175427c","2","","2025-01-01"
"175427c","1","","2025-01-01"
"175428c","1","","2025-01-01"
"175429c","1","","2025-01-01"
"175430c","1","","2025-01-01"
"175431c","1","","2025-01-01"
"175431c","2","","2025-01-01"
"175432c","1","","2025-01-01"
"175433c","1","","2025-01-01"
"175434c","1","Handcuffed or flex cuffed","2025-01-01"
"175435c","1","","2025-01-01"
"175436c","1","","2025-01-01"
"175437c","1","","2025-01-01"
"175438c","1","","2025-01-01"
"175439c","1","","2025-01-01"
"175440c","1","","2025-01-01"
"175441c","1","","2025-01-01"
"175442c","2","","2025-01-01"
"175442c","1","","2025-01-01"
"175443c","1","","2025-01-01"
"175444c","2","","2025-01-01"
"175444c","1","","2025-01-01"
"175445c","1","","2025-01-01"
"175446c","1","","2025-01-01"
"175447c","1","","2025-01-01"
"175448c","1","","2025-01-01"
"175449c","1","Handcuffed or flex cuffed","2025-01-01"
"175450c","1","Handcuffed or flex cuffed","2025-01-01"
"175451c","2","","2025-01-01"
"175451c","1","","2025-01-01"
"175452c","1","","2025-01-01"
"175453c","1","","2025-01-01"
"175454c","1","","2025-01-01"
"175455c","1","","2025-01-01"
"175456c","1","","2025-01-01"
"175457c","1","Handcuffed or flex cuffed","2025-01-01"
"175458c","1","","2025-01-01"
"175459c","1","","2025-01-01"
"175460c","1","","2025-01-01"
"175461c","1","","2025-01-01"
"175462c","1","","2025-01-01"
"175463c","1","","2025-01-01"
"175464c","1","","2025-01-01"
"175465c","1","","2025-01-01"
"175466c","1","","2025-01-01"
"175467c","2","Handcuffed or flex cuffed","2025-01-01"
"175467c","1","Handcuffed or flex cuffed","2025-01-01"
"175468c","1","","2025-01-01"
"175469c","1","","2025-01-01"
"175470c","1","","2025-01-01"
"175471c","1","","2025-01-01"
"175472c","1","","2025-01-01"
"175473c","1","","2025-01-01"
"175474c","1","","2025-01-01"
"175475c","1","","2025-01-01"
"175476c","1","Handcuffed or flex cuffed","2025-01-01"
"175477c","1","","2025-01-01"
"175478c","3","Firearm pointed at person","2025-01-01"
"175478c","1","Firearm pointed at person","2025-01-01"
"175478c","3","Firearm unholstered","2025-01-01"
"175478c","2","Firearm pointed at person","2025-01-01"
"175479c","1","","2025-01-01"
"175480c","1","","2025-01-01"
"175481c","1","","2025-01-01"
"175482c","1","","2025-01-01"
"175483c","1","","2025-01-01"
"175483c","2","","2025-01-01"
"175484c","1","","2025-01-01"
"175485c","1","","2025-01-01"
"175486c","1","","2025-01-01"
"175487c","1","","2025-01-01"
"175488c","1","","2025-01-01"
"175489c","1","","2025-01-01"
"175490c","1","","2025-01-01"
"175491c","1","","2025-01-01"
"175492c","1","","2025-01-01"
"175493c","1","","2025-01-01"
"175494c","1","","2025-01-01"
"175495c","1","","2025-01-01"
"175496c","1","","2025-01-01"
"175497c","1","","2025-01-01"
"175498c","1","","2025-01-01"
"175499c","1","","2025-01-01"
"175500c","1","","2025-01-01"
"175501c","1","","2025-01-01"
"175502c","1","","2025-01-01"
"175503c","1","","2025-01-01"
"175504c","1","","2025-01-01"
"175505c","1","","2025-01-01"
"175506c","1","","2025-01-01"
"175507c","1","","2025-01-01"
"175508c","1","","2025-01-01"
"175509c","1","","2025-01-01"
"175510c","1","","2025-01-01"
"175511c","1","","2025-01-01"
"175512c","1","","2025-01-01"
"175513c","1","","2025-01-01"
"175514c","1","","2025-01-01"
"175515c","1","","2025-01-01"
"175516c","1","Firearm pointed at person","2025-01-01"
"175517c","1","Handcuffed or flex cuffed","2025-01-01"
"175518c","1","Handcuffed or flex cuffed","2025-01-01"
"175519c","1","","2025-01-01"
"175520c","1","Handcuffed or flex cuffed","2025-01-01"
"175521c","1","","2025-01-01"
"175522c","1","","2025-01-01"
"175523c","1","","2025-01-01"
"175524c","2","","2025-01-01"
"175524c","1","Handcuffed or flex cuffed","2025-01-01"
"175525c","1","Handcuffed or flex cuffed","2025-01-01"
"175526c","1","Handcuffed or flex cuffed","2025-01-01"
"175527c","1","Handcuffed or flex cuffed","2025-01-01"
"175528c","1","","2025-01-01"
"175529c","1","","2025-01-01"
"175530c","1","","2025-01-01"
"175531c","1","Physical compliance tactics and techniques","2025-01-01"
"175531c","1","Chemical spray used","2025-01-01"
"175531c","1","Handcuffed or flex cuffed","2025-01-01"
"175532c","1","","2025-01-01"
"175533c","1","Handcuffed or flex cuffed","2025-01-01"
"175533c","1","Physical compliance tactics and techniques","2025-01-01"
"175534c","1","Handcuffed or flex cuffed","2025-01-01"
"175534c","1","Physical compliance tactics and techniques","2025-01-01"
"175535c","1","","2025-01-01"
"175536c","1","","2025-01-01"
"175537c","1","","2025-01-01"
"175538c","1","","2025-01-01"
"175539c","1","","2025-01-01"
"175540c","1","","2025-01-01"
"175541c","1","Electronic control device pointed at person or sparked","2025-01-01"
"175541c","1","Physical compliance tactics and techniques","2025-01-01"
"175541c","1","Handcuffed or flex cuffed","2025-01-01"
"175542c","1","","2025-01-01"
"175543c","1","","2025-01-01"
"175544c","1","Physical compliance tactics and techniques","2025-01-01"
"175544c","1","Handcuffed or flex cuffed","2025-01-01"
"175545c","1","","2025-01-01"
"175546c","1","","2025-01-01"
"175547c","1","","2025-01-01"
"175548c","1","","2025-01-01"
"175549c","1","","2025-01-01"
"175550c","1","","2025-01-01"
"175551c","1","","2025-01-01"
"175552c","1","","2025-01-01"
"175552c","2","","2025-01-01"
"175553c","1","","2025-01-01"
"175554c","1","","2025-01-01"
"175555c","1","","2025-01-01"
"175556c","1","","2025-01-01"
"175557c","1","","2025-01-01"
"175558c","1","","2025-01-01"
"175559c","1","","2025-01-01"
"175560c","1","","2025-01-01"
"175561c","1","","2025-01-01"
"175562c","1","","2025-01-01"
"175563c","1","","2025-01-01"
"175563c","2","","2025-01-01"
"175564c","1","Physical compliance tactics and techniques","2025-01-01"
"175564c","1","Handcuffed or flex cuffed","2025-01-01"
"175565c","1","","2025-01-01"
"175566c","1","Physical compliance tactics and techniques","2025-01-01"
"175567c","1","","2025-01-01"
"175568c","1","","2025-01-01"
"175569c","1","","2025-01-01"
"175570c","1","","2025-01-01"
"175571c","1","Handcuffed or flex cuffed","2025-01-01"
"175572c","1","Firearm pointed at person","2025-01-01"
"175572c","1","Handcuffed or flex cuffed","2025-01-01"
"175573c","1","","2025-01-01"
"175574c","1","","2025-01-01"
"175575c","1","","2025-01-01"
"175576c","1","","2025-01-01"
"175577c","1","","2025-01-01"
"175578c","1","","2025-01-01"
"175579c","1","","2025-01-01"
"175580c","2","","2025-01-01"
"175580c","1","Handcuffed or flex cuffed","2025-01-01"
"175581c","1","","2025-01-01"
"175582c","1","","2025-01-01"
"175583c","1","","2025-01-01"
"175584c","1","","2025-01-01"
"175585c","2","","2025-01-01"
"175585c","1","","2025-01-01"
"175586c","1","","2025-01-01"
"175587c","1","","2025-01-01"
"175588c","1","","2025-01-01"
"175589c","1","","2025-01-01"
"175590c","1","","2025-01-01"
"175591c","1","","2025-01-01"
"175592c","1","","2025-01-01"
"175593c","1","","2025-01-01"
"175594c","1","","2025-01-01"
"175595c","1","","2025-01-01"
"175596c","1","","2025-01-01"
"175597c","1","","2025-01-01"
"175598c","1","","2025-01-01"
"175599c","1","Handcuffed or flex cuffed","2025-01-01"
"175600c","1","","2025-01-01"
"175601c","1","","2025-01-01"
"175602c","1","","2025-01-01"
"175603c","1","","2025-01-01"
"175604c","1","","2025-01-01"
"175605c","1","","2025-01-01"
"175606c","4","","2025-01-01"
"175606c","3","","2025-01-01"
"175606c","1","","2025-01-01"
"175606c","2","","2025-01-01"
"175607c","1","","2025-01-01"
"175608c","1","","2025-01-01"
"175609c","1","","2025-01-01"
"175610c","1","Physical compliance tactics and techniques","2025-01-01"
"175610c","1","Handcuffed or flex cuffed","2025-01-01"
"175611c","1","","2025-01-01"
"175612c","3","","2025-01-01"
"175612c","1","","2025-01-01"
"175612c","2","","2025-01-01"
"175613c","1","","2025-01-01"
"175614c","1","","2025-01-01"
"175615c","1","","2025-01-01"
"175616c","1","","2025-01-01"
"175617c","1","","2025-01-01"
"175618c","1","","2025-01-01"
"175619c","1","","2025-01-01"
"175619c","2","","2025-01-01"
"175620c","1","","2025-01-01"
"175621c","1","","2025-01-01"
"175622c","1","","2025-01-01"
"175623c","1","","2025-01-01"
"175624c","1","","2025-01-01"
"175625c","1","","2025-01-01"
"175626c","2","","2025-01-01"
"175626c","1","","2025-01-01"
"175627c","1","","2025-01-01"
"175628c","1","","2025-01-01"
"175629c","1","","2025-01-01"
"175630c","1","","2025-01-01"
"175631c","1","","2025-01-01"
"175632c","1","","2025-01-01"
"175632c","2","","2025-01-01"
"175633c","1","","2025-01-01"
"175634c","1","","2025-01-01"
"175635c","1","","2025-01-01"
"175636c","2","","2025-01-01"
"175636c","1","","2025-01-01"
"175636c","3","","2025-01-01"
"175637c","1","","2025-01-01"
"175638c","1","","2025-01-01"
"175639c","1","","2025-01-01"
"175640c","1","","2025-01-01"
"175641c","1","Handcuffed or flex cuffed","2025-01-01"
"175642c","1","","2025-01-01"
"175643c","2","","2025-01-01"
"175643c","1","","2025-01-01"
"175644c","3","","2025-01-01"
"175644c","1","","2025-01-01"
"175644c","2","","2025-01-01"
"175644c","4","","2025-01-01"
"175645c","1","","2025-01-01"
"175646c","1","","2025-01-01"
"175647c","1","","2025-01-01"
"175648c","1","","2025-01-01"
"175649c","1","","2025-01-01"
"175650c","1","","2025-01-01"
"175651c","1","Handcuffed or flex cuffed","2025-01-01"
"175651c","1","Physical compliance tactics and techniques","2025-01-01"
"175652c","1","","2025-01-01"
"175653c","1","","2025-01-01"
"175654c","1","","2025-01-01"
"175655c","1","","2025-01-01"
"175656c","1","","2025-01-01"
"175657c","1","","2025-01-01"
"175658c","1","","2025-01-01"
"175659c","5","","2025-01-01"
"175659c","2","","2025-01-01"
"175659c","1","","2025-01-01"
"175659c","4","","2025-01-01"
"175659c","3","","2025-01-01"
"175659c","6","","2025-01-01"
"175660c","1","","2025-01-01"
"175661c","1","","2025-01-01"
"175662c","1","","2025-01-01"
"175663c","1","","2025-01-01"
"175664c","1","","2025-01-01"
"175665c","1","","2025-01-01"
"175666c","1","Handcuffed or flex cuffed","2025-01-01"
"175667c","1","","2025-01-01"
"175668c","1","","2025-01-01"
"175669c","1","","2025-01-01"
"175670c","1","","2025-01-01"
"175671c","1","","2025-01-01"
"175672c","1","","2025-01-01"
"175673c","1","","2025-01-01"
"175674c","1","","2025-01-01"
"175675c","1","","2025-01-01"
"175676c","1","","2025-01-01"
"175677c","1","","2025-01-01"
"175678c","1","","2025-01-01"
"175679c","1","","2025-01-01"
"175680c","1","","2025-01-01"
"175681c","1","","2025-01-01"
"175681c","2","","2025-01-01"
"175682c","1","","2025-01-01"
"175683c","1","","2025-01-01"
"175684c","1","","2025-01-01"
"175685c","1","","2025-01-01"
"175686c","1","","2025-01-01"
"175687c","1","","2025-01-01"
"175688c","1","","2025-01-01"
"175689c","1","","2025-01-01"
"175690c","1","","2025-01-01"
"175691c","2","","2025-01-01"
"175691c","1","","2025-01-01"
"175692c","1","","2025-01-01"
"175693c","1","Handcuffed or flex cuffed","2025-01-01"
"175694c","1","","2025-01-01"
"175695c","1","","2025-01-01"
"175696c","1","","2025-01-01"
"175697c","1","","2025-01-01"
"175698c","1","","2025-01-01"
"175699c","1","","2025-01-01"
"175700c","1","","2025-01-01"
"175701c","1","","2025-01-01"
"175702c","1","","2025-01-01"
"175703c","1","","2025-01-01"
"175704c","1","","2025-01-01"
"175705c","1","","2025-01-01"
"175706c","1","","2025-01-01"
"175707c","1","","2025-01-01"
"175708c","1","","2025-01-01"
"175709c","1","","2025-01-01"
"175710c","1","","2025-01-01"
"175711c","1","","2025-01-01"
"175712c","1","","2025-01-01"
"175713c","1","","2025-01-01"
"175714c","1","","2025-01-01"
"175715c","1","","2025-01-01"
"175716c","1","","2025-01-01"
"175717c","1","","2025-01-01"
"175718c","1","","2025-01-01"
"175719c","1","","2025-01-01"
"175720c","1","","2025-01-01"
"175721c","3","Handcuffed or flex cuffed","2025-01-01"
"175721c","2","Handcuffed or flex cuffed","2025-01-01"
"175721c","1","Handcuffed or flex cuffed","2025-01-01"
"175722c","1","","2025-01-01"
"175723c","1","Handcuffed or flex cuffed","2025-01-01"
"175723c","1","Physical compliance tactics and techniques","2025-01-01"
"175724c","1","Handcuffed or flex cuffed","2025-01-01"
"175725c","1","","2025-01-01"
"175726c","1","","2025-01-01"
"175727c","1","","2025-01-01"
"175728c","1","","2025-01-01"
"175729c","1","","2025-01-01"
"175730c","1","","2025-01-01"
"175731c","1","","2025-01-01"
"175732c","1","","2025-01-01"
"175733c","1","","2025-01-01"
"175734c","1","","2025-01-01"
"175735c","1","","2025-01-01"
"175736c","1","","2025-01-01"
"175737c","1","","2025-01-01"
"175738c","1","","2025-01-01"
"175739c","1","","2025-01-01"
"175740c","1","","2025-01-01"
"175741c","1","","2025-01-01"
"175742c","1","","2025-01-01"
"175743c","1","","2025-01-01"
"175744c","1","","2025-01-01"
"175745c","1","","2025-01-01"
"175746c","1","","2025-01-01"
"175747c","1","","2025-01-01"
"175748c","1","Chemical spray used","2025-01-01"
"175748c","1","Handcuffed or flex cuffed","2025-01-01"
"175749c","1","","2025-01-01"
"175750c","2","","2025-01-01"
"175750c","4","","2025-01-01"
"175750c","3","","2025-01-01"
"175750c","1","","2025-01-01"
"175751c","1","","2025-01-01"
"175752c","1","","2025-01-01"
"175753c","1","","2025-01-01"
"175754c","1","","2025-01-01"
"175755c","1","","2025-01-01"
"175756c","1","","2025-01-01"
"175757c","1","","2025-01-01"
"175758c","1","","2025-01-01"
"175759c","1","","2025-01-01"
"175760c","1","","2025-01-01"
"175761c","1","","2025-01-01"
"175762c","1","","2025-01-01"
"175763c","1","","2025-01-01"
"175764c","1","","2025-01-01"
"175765c","1","","2025-01-01"
"175766c","1","","2025-01-01"
"175767c","1","","2025-01-01"
"175768c","1","","2025-01-01"
"175769c","1","","2025-01-01"
"175770c","1","","2025-01-01"
"175771c","1","","2025-01-01"
"175772c","1","","2025-01-01"
"175773c","1","","2025-01-01"
"175774c","1","","2025-01-01"
"175775c","1","","2025-01-01"
"175776c","1","","2025-01-01"
"175777c","1","Handcuffed or flex cuffed","2025-01-01"
"175778c","1","","2025-01-01"
"175779c","1","","2025-01-01"
"175780c","1","","2025-01-01"
"175781c","1","","2025-01-01"
"175782c","1","","2025-01-01"
"175783c","1","","2025-01-01"
"175784c","1","","2025-01-01"
"175785c","1","","2025-01-01"
"175786c","1","","2025-01-01"
"175787c","1","","2025-01-01"
"175788c","1","","2025-01-01"
"175789c","1","","2025-01-01"
"175790c","1","","2025-01-01"
"175791c","1","","2025-01-01"
"175792c","1","","2025-01-01"
"175793c","1","Electronic control device pointed at person or sparked","2025-01-01"
"175794c","1","","2025-01-01"
"175795c","1","","2025-01-01"
"175796c","1","","2025-01-01"
"175797c","1","","2025-01-01"
